id,name,sector,state,contractor,implementingAgency,ministry,startDate,sanctioned_cost_cr,physical_progress,planned_progress,progress_diff,expenditure_ratio,land_acq_delay_months,geo_difficulty,monsoon_flood_risk,utility_shifting_progress,contractor_liquidity,metrology_compliance_burden,weighbridge_calibration_gap_days,gatc_test_centre_lead_days,packaged_commodities_audit_risk,jan_vishwas_relief_index,delay_days,status,label
NHIDCL-SEL-LNG-PKG-04H,Seling-Lungsen Kaladan Multimodal Road Link (Pkg 4H - Mizoram),Highways,Mizoram,Dharampal Satyapal Ltd.,NHIDCL,MoRTH,2019-02-13,1972.0,32.7,58.1,-25.4,1.488,0,0.856,0.711,54.6,0.75,0.747,22.1,74.7,0.38,0.0,127,delayed,2
NFR-BAI-SAI-PKG-05A,Bairabi-Sairang Rail Link (51 km to Aizawl) (Pkg 5A - Mizoram),Railways,Mizoram,ABCIPL - Megha JV,Northeast Frontier Railway,Ministry of Railways,2019-02-13,2470.1,41.0,50.9,-9.9,1.246,2,0.781,0.789,82.9,1.46,0.742,35.6,60.7,0.419,0.0,68,at_risk,1
NHIDCL-SEL-LNG-PKG-05B,Seling-Lungsen Kaladan Multimodal Road Link (Pkg 5B - Mizoram),Highways,Mizoram,Dharampal Satyapal Ltd.,NHIDCL,MoRTH,2019-02-15,3800.6,27.4,37.5,-10.1,1.153,2,0.912,0.866,62.8,1.44,0.642,44.1,67.7,0.406,0.0,71,at_risk,1
NFR-BAI-SAI-PKG-06C,Bairabi-Sairang Rail Link (51 km to Aizawl) (Pkg 6C - Mizoram),Railways,Mizoram,ABCIPL - Megha JV,Northeast Frontier Railway,Ministry of Railways,2019-02-15,859.5,77.9,94.5,-16.6,1.17,12,0.811,0.855,88.3,1.69,0.698,54.6,68.3,0.494,0.0,412,delayed,2
NHIDCL-SEL-LNG-PKG-06D,Seling-Lungsen Kaladan Multimodal Road Link (Pkg 6D - Mizoram),Highways,Mizoram,Dharampal Satyapal Ltd.,NHIDCL,MoRTH,2019-02-16,3255.6,80.8,81.4,-0.6,1.005,0,0.829,0.794,84.2,0.7,0.731,49.6,68.5,0.5,0.0,23,on_track,0
NFR-BAI-SAI-PKG-07E,Bairabi-Sairang Rail Link (51 km to Aizawl) (Pkg 7E - Mizoram),Railways,Mizoram,ABCIPL - Megha JV,Northeast Frontier Railway,Ministry of Railways,2019-02-17,4760.0,48.7,55.7,-7.0,1.225,6,0.813,0.693,85.5,1.01,0.526,61.6,73.6,0.381,0.0,42,at_risk,1
NHIDCL-SEL-LNG-PKG-07F,Seling-Lungsen Kaladan Multimodal Road Link (Pkg 7F - Mizoram),Highways,Mizoram,Dharampal Satyapal Ltd.,NHIDCL,MoRTH,2019-02-17,1521.6,34.7,43.1,-8.4,1.357,2,0.816,0.824,92.2,1.84,0.854,49.5,71.2,0.413,0.0,456,delayed,2
NFR-BAI-SAI-PKG-08G,Bairabi-Sairang Rail Link (51 km to Aizawl) (Pkg 8G - Mizoram),Railways,Mizoram,ABCIPL - Megha JV,Northeast Frontier Railway,Ministry of Railways,2019-02-18,3302.6,45.0,48.8,-3.8,1.086,0,0.842,0.848,69.6,1.62,0.872,48.3,72.2,0.382,0.0,64,at_risk,1
NHIDCL-SEL-LNG-PKG-08H,Seling-Lungsen Kaladan Multimodal Road Link (Pkg 8H - Mizoram),Highways,Mizoram,Dharampal Satyapal Ltd.,NHIDCL,MoRTH,2019-02-19,1878.8,71.9,84.5,-12.6,1.233,0,0.866,0.804,86.4,2.03,0.578,36.2,72.0,0.429,0.0,88,at_risk,1
NFR-BAI-SAI-PKG-09A,Bairabi-Sairang Rail Link (51 km to Aizawl) (Pkg 9A - Mizoram),Railways,Mizoram,ABCIPL - Megha JV,Northeast Frontier Railway,Ministry of Railways,2019-02-24,1752.3,20.5,42.3,-21.8,1.678,18,0.732,0.824,60.1,1.48,0.853,37.8,74.1,0.361,0.0,499,delayed,2
NHIDCL-SEL-LNG-PKG-09B,Seling-Lungsen Kaladan Multimodal Road Link (Pkg 9B - Mizoram),Highways,Mizoram,Dharampal Satyapal Ltd.,NHIDCL,MoRTH,2019-02-24,1183.4,38.1,37.6,0.5,1.043,6,0.83,0.864,44.7,2.12,0.712,52.4,56.2,0.45,0.0,21,on_track,0
NFR-BAI-SAI-PKG-10C,Bairabi-Sairang Rail Link (51 km to Aizawl) (Pkg 10C - Mizoram),Railways,Mizoram,ABCIPL - Megha JV,Northeast Frontier Railway,Ministry of Railways,2019-02-25,1006.5,74.1,82.1,-8.0,1.54,2,0.883,0.855,67.7,1.8,0.797,34.9,59.9,0.335,0.0,425,delayed,2
NHIDCL-SEL-LNG-PKG-10D,Seling-Lungsen Kaladan Multimodal Road Link (Pkg 10D - Mizoram),Highways,Mizoram,Dharampal Satyapal Ltd.,NHIDCL,MoRTH,2019-02-28,3705.8,80.7,93.4,-12.7,1.161,0,0.86,0.84,45.2,0.75,0.659,47.5,70.6,0.563,0.0,57,at_risk,1
NFR-BAI-SAI-PKG-11E,Bairabi-Sairang Rail Link (51 km to Aizawl) (Pkg 11E - Mizoram),Railways,Mizoram,ABCIPL - Megha JV,Northeast Frontier Railway,Ministry of Railways,2019-02-28,991.4,81.6,83.8,-2.2,1.547,2,0.769,0.707,92.5,1.9,0.858,62.4,67.7,0.433,0.0,357,delayed,2
NHIDCL-SEL-LNG-PKG-11F,Seling-Lungsen Kaladan Multimodal Road Link (Pkg 11F - Mizoram),Highways,Mizoram,Dharampal Satyapal Ltd.,NHIDCL,MoRTH,2019-03-03,5121.9,37.6,61.0,-23.4,1.311,24,0.847,0.859,55.9,1.95,0.683,25.3,72.3,0.423,0.0,465,delayed,2
NFR-DMP-ZUB-PKG-01A,Dimapur-Zubza Railway Project (Connecting Kohima) (Pkg 1A - Nagaland),Railways,Nagaland,Patel Engineering,Northeast Frontier Railway,Ministry of Railways,2019-03-06,1289.7,12.7,38.2,-25.5,1.592,36,0.863,0.805,56.1,1.36,0.76,32.9,61.5,0.332,0.0,425,delayed,2
NHIDCL-KOH-MAO-PKG-01B,Kohima-Mao 2-Lane with Paved Shoulder (NH-29) (Pkg 1B - Nagaland),Highways,Nagaland,Fortune Group,NHIDCL,MoRTH,2019-03-06,565.4,17.2,36.1,-18.9,1.352,2,0.886,0.748,61.1,0.68,0.784,49.9,55.8,0.482,0.0,324,delayed,2
NFR-DMP-ZUB-PKG-02C,Dimapur-Zubza Railway Project (Connecting Kohima) (Pkg 2C - Nagaland),Railways,Nagaland,Patel Engineering,Northeast Frontier Railway,Ministry of Railways,2019-03-06,2017.0,76.5,81.5,-5.0,1.283,6,0.875,0.815,66.6,2.08,0.683,60.6,71.5,0.464,0.0,77,at_risk,1
NHIDCL-KOH-MAO-PKG-02D,Kohima-Mao 2-Lane with Paved Shoulder (NH-29) (Pkg 2D - Nagaland),Highways,Nagaland,Fortune Group,NHIDCL,MoRTH,2019-03-06,1842.0,21.7,33.0,-11.3,1.169,6,0.792,0.83,86.6,1.53,0.648,47.7,55.2,0.462,0.0,69,at_risk,1
NFR-DMP-ZUB-PKG-03E,Dimapur-Zubza Railway Project (Connecting Kohima) (Pkg 3E - Nagaland),Railways,Nagaland,Patel Engineering,Northeast Frontier Railway,Ministry of Railways,2019-03-08,4494.7,59.6,65.4,-5.8,1.187,0,0.866,0.853,32.8,1.6,0.891,43.6,71.1,0.415,0.0,46,at_risk,1
NHIDCL-KOH-MAO-PKG-03F,Kohima-Mao 2-Lane with Paved Shoulder (NH-29) (Pkg 3F - Nagaland),Highways,Nagaland,Fortune Group,NHIDCL,MoRTH,2019-03-10,3223.7,26.4,35.6,-9.2,1.245,0,0.833,0.824,50.1,1.41,0.884,27.4,67.7,0.369,0.0,70,at_risk,1
NFR-DMP-ZUB-PKG-04G,Dimapur-Zubza Railway Project (Connecting Kohima) (Pkg 4G - Nagaland),Railways,Nagaland,Patel Engineering,Northeast Frontier Railway,Ministry of Railways,2019-03-10,5021.4,43.6,63.5,-19.9,1.482,6,0.842,0.866,53.8,1.15,0.743,31.3,63.5,0.461,0.0,322,delayed,2
NHIDCL-KOH-MAO-PKG-04H,Kohima-Mao 2-Lane with Paved Shoulder (NH-29) (Pkg 4H - Nagaland),Highways,Nagaland,Fortune Group,NHIDCL,MoRTH,2019-03-12,446.3,30.2,44.2,-14.0,1.071,12,0.813,0.727,67.2,1.29,0.756,43.2,67.0,0.417,0.0,60,at_risk,1
NFR-DMP-ZUB-PKG-05A,Dimapur-Zubza Railway Project (Connecting Kohima) (Pkg 5A - Nagaland),Railways,Nagaland,Patel Engineering,Northeast Frontier Railway,Ministry of Railways,2019-03-12,2441.2,29.0,40.3,-11.3,1.152,0,0.867,0.822,92.2,2.19,0.822,61.4,56.7,0.257,0.0,47,at_risk,1
NHIDCL-KOH-MAO-PKG-05B,Kohima-Mao 2-Lane with Paved Shoulder (NH-29) (Pkg 5B - Nagaland),Highways,Nagaland,Fortune Group,NHIDCL,MoRTH,2019-03-12,1902.0,41.7,47.1,-5.4,1.042,2,0.861,0.744,32.8,1.94,0.708,32.5,59.2,0.473,0.0,70,at_risk,1
NFR-DMP-ZUB-PKG-06C,Dimapur-Zubza Railway Project (Connecting Kohima) (Pkg 6C - Nagaland),Railways,Nagaland,Patel Engineering,Northeast Frontier Railway,Ministry of Railways,2019-03-12,2056.8,14.6,36.0,-21.4,1.453,24,0.906,0.721,74.7,1.82,0.858,39.1,70.0,0.333,0.0,131,delayed,2
NHIDCL-KOH-MAO-PKG-06D,Kohima-Mao 2-Lane with Paved Shoulder (NH-29) (Pkg 6D - Nagaland),Highways,Nagaland,Fortune Group,NHIDCL,MoRTH,2019-03-13,5104.1,43.7,52.2,-8.5,0.995,0,0.836,0.761,93.7,2.1,0.759,46.5,55.3,0.392,0.0,8,on_track,0
NFR-DMP-ZUB-PKG-07E,Dimapur-Zubza Railway Project (Connecting Kohima) (Pkg 7E - Nagaland),Railways,Nagaland,Patel Engineering,Northeast Frontier Railway,Ministry of Railways,2019-03-14,4403.2,14.3,39.4,-25.1,1.262,12,0.793,0.72,61.6,1.46,0.904,27.7,74.6,0.396,0.0,167,delayed,2
NHIDCL-KOH-MAO-PKG-07F,Kohima-Mao 2-Lane with Paved Shoulder (NH-29) (Pkg 7F - Nagaland),Highways,Nagaland,Fortune Group,NHIDCL,MoRTH,2019-03-14,4173.6,35.5,49.6,-14.1,1.285,0,0.908,0.792,63.1,1.96,0.77,39.4,61.7,0.517,0.0,38,at_risk,1
NFR-DMP-ZUB-PKG-08G,Dimapur-Zubza Railway Project (Connecting Kohima) (Pkg 8G - Nagaland),Railways,Nagaland,Patel Engineering,Northeast Frontier Railway,Ministry of Railways,2019-03-15,495.3,58.2,75.9,-17.7,1.213,12,0.874,0.755,48.0,1.28,0.754,47.6,65.0,0.407,0.0,201,delayed,2
NHIDCL-KOH-MAO-PKG-08H,Kohima-Mao 2-Lane with Paved Shoulder (NH-29) (Pkg 8H - Nagaland),Highways,Nagaland,Fortune Group,NHIDCL,MoRTH,2019-03-15,2362.1,26.3,52.7,-26.4,1.284,6,0.904,0.754,48.4,1.31,0.633,47.8,62.7,0.471,0.0,329,delayed,2
NFR-DMP-ZUB-PKG-09A,Dimapur-Zubza Railway Project (Connecting Kohima) (Pkg 9A - Nagaland),Railways,Nagaland,Patel Engineering,Northeast Frontier Railway,Ministry of Railways,2019-03-16,4207.4,33.4,59.5,-26.1,1.527,0,0.861,0.797,45.4,1.4,0.893,44.6,55.8,0.375,0.0,204,delayed,2
NHIDCL-KOH-MAO-PKG-09B,Kohima-Mao 2-Lane with Paved Shoulder (NH-29) (Pkg 9B - Nagaland),Highways,Nagaland,Fortune Group,NHIDCL,MoRTH,2019-03-16,1995.3,28.3,32.4,-4.1,1.103,0,0.904,0.837,38.2,1.29,0.823,24.6,58.7,0.497,0.0,39,at_risk,1
NFR-DMP-ZUB-PKG-10C,Dimapur-Zubza Railway Project (Connecting Kohima) (Pkg 10C - Nagaland),Railways,Nagaland,Patel Engineering,Northeast Frontier Railway,Ministry of Railways,2019-03-17,2177.0,20.9,38.8,-17.9,1.431,6,0.876,0.806,66.0,1.75,0.875,60.5,62.8,0.464,0.0,501,delayed,2
NHIDCL-KOH-MAO-PKG-10D,Kohima-Mao 2-Lane with Paved Shoulder (NH-29) (Pkg 10D - Nagaland),Highways,Nagaland,Fortune Group,NHIDCL,MoRTH,2019-03-17,3318.7,80.1,87.0,-6.9,1.219,0,0.886,0.866,61.1,1.15,0.787,50.2,56.1,0.458,0.0,71,at_risk,1
NFR-DMP-ZUB-PKG-11E,Dimapur-Zubza Railway Project (Connecting Kohima) (Pkg 11E - Nagaland),Railways,Nagaland,Patel Engineering,Northeast Frontier Railway,Ministry of Railways,2019-03-18,1190.9,27.8,41.4,-13.6,1.47,2,0.884,0.732,42.9,1.07,0.821,54.6,63.2,0.531,0.0,202,delayed,2
NHIDCL-KOH-MAO-PKG-11F,Kohima-Mao 2-Lane with Paved Shoulder (NH-29) (Pkg 11F - Nagaland),Highways,Nagaland,Fortune Group,NHIDCL,MoRTH,2019-03-18,1824.8,67.9,79.0,-11.1,1.289,0,0.933,0.725,96.5,0.83,0.864,52.5,61.9,0.451,0.0,45,at_risk,1
IOCL-PAR-REF-PKG-01A,Paradip Refinery PX-PTA Complex Expansion (Pkg 1A - Odisha),Power,Odisha,L&T Hydrocarbon,IOCL,Ministry of Petroleum,2019-03-23,3071.3,45.3,54.6,-9.3,1.327,2,0.595,0.855,40.2,1.51,0.736,21.8,68.0,0.35,0.0,72,at_risk,1
ECOR-KHR-BLG-PKG-01B,Khurda Road-Balangir New Railway Line (301 km) (Pkg 1B - Odisha),Railways,Odisha,L&T Construction,East Coast Railway,Ministry of Railways,2019-03-24,2347.0,51.1,59.9,-8.8,1.226,0,0.652,0.838,77.8,1.13,0.705,64.4,66.2,0.385,0.0,66,at_risk,1
NHAI-SAM-CTC-PKG-01C,Sambalpur-Cuttack 4-Laning (NH-55 Package) (Pkg 1C - Odisha),Highways,Odisha,Gayatri Projects,NHAI,MoRTH,2019-03-27,4790.9,65.6,75.1,-9.5,1.315,12,0.623,0.873,76.0,0.95,0.62,25.6,61.1,0.42,0.0,68,at_risk,1
IOCL-PAR-REF-PKG-02D,Paradip Refinery PX-PTA Complex Expansion (Pkg 2D - Odisha),Power,Odisha,L&T Hydrocarbon,IOCL,Ministry of Petroleum,2019-03-27,1654.3,83.4,86.5,-3.1,1.022,2,0.593,0.778,86.5,2.15,0.598,30.4,67.7,0.485,0.0,54,at_risk,1
ECOR-KHR-BLG-PKG-02E,Khurda Road-Balangir New Railway Line (301 km) (Pkg 2E - Odisha),Railways,Odisha,L&T Construction,East Coast Railway,Ministry of Railways,2019-03-28,1167.6,77.4,85.5,-8.1,1.043,0,0.629,0.813,94.1,1.97,0.818,47.1,66.6,0.345,0.0,38,at_risk,1
NHAI-SAM-CTC-PKG-02F,Sambalpur-Cuttack 4-Laning (NH-55 Package) (Pkg 2F - Odisha),Highways,Odisha,Gayatri Projects,NHAI,MoRTH,2019-03-29,1050.0,80.3,83.2,-2.9,1.769,0,0.644,0.842,75.9,2.08,0.647,50.9,60.0,0.353,0.0,146,delayed,2
IOCL-PAR-REF-PKG-03G,Paradip Refinery PX-PTA Complex Expansion (Pkg 3G - Odisha),Power,Odisha,L&T Hydrocarbon,IOCL,Ministry of Petroleum,2019-03-31,991.3,49.4,57.6,-8.2,0.989,2,0.7,0.833,72.7,1.77,0.707,25.8,55.5,0.34,0.0,15,on_track,0
ECOR-KHR-BLG-PKG-03H,Khurda Road-Balangir New Railway Line (301 km) (Pkg 3H - Odisha),Railways,Odisha,L&T Construction,East Coast Railway,Ministry of Railways,2019-04-01,858.5,22.4,49.9,-27.5,1.817,24,0.714,0.86,58.7,1.7,0.659,60.1,74.6,0.475,0.0,526,delayed,2
NHAI-SAM-CTC-PKG-03A,Sambalpur-Cuttack 4-Laning (NH-55 Package) (Pkg 3A - Odisha),Highways,Odisha,Gayatri Projects,NHAI,MoRTH,2019-04-02,3159.0,55.7,65.9,-10.2,1.173,2,0.67,0.892,36.1,2.09,0.837,33.7,64.1,0.516,0.0,73,at_risk,1
IOCL-PAR-REF-PKG-04B,Paradip Refinery PX-PTA Complex Expansion (Pkg 4B - Odisha),Power,Odisha,L&T Hydrocarbon,IOCL,Ministry of Petroleum,2019-04-04,3310.2,33.1,30.5,2.6,0.908,0,0.653,0.843,73.2,1.86,0.666,18.3,66.3,0.356,0.0,12,on_track,0
ECOR-KHR-BLG-PKG-04C,Khurda Road-Balangir New Railway Line (301 km) (Pkg 4C - Odisha),Railways,Odisha,L&T Construction,East Coast Railway,Ministry of Railways,2019-04-06,3805.8,40.8,46.5,-5.7,1.375,0,0.672,0.839,82.7,0.99,0.822,59.8,65.0,0.434,0.0,56,at_risk,1
NHAI-SAM-CTC-PKG-04D,Sambalpur-Cuttack 4-Laning (NH-55 Package) (Pkg 4D - Odisha),Highways,Odisha,Gayatri Projects,NHAI,MoRTH,2019-04-06,4261.6,37.6,37.7,-0.1,1.13,2,0.643,0.909,66.3,1.91,0.761,45.6,63.6,0.333,0.0,25,on_track,0
IOCL-PAR-REF-PKG-05E,Paradip Refinery PX-PTA Complex Expansion (Pkg 5E - Odisha),Power,Odisha,L&T Hydrocarbon,IOCL,Ministry of Petroleum,2019-04-06,4848.0,66.0,73.5,-7.5,1.272,6,0.653,0.888,47.2,1.26,0.566,32.8,68.7,0.309,0.0,87,at_risk,1
ECOR-KHR-BLG-PKG-05F,Khurda Road-Balangir New Railway Line (301 km) (Pkg 5F - Odisha),Railways,Odisha,L&T Construction,East Coast Railway,Ministry of Railways,2019-04-07,1770.2,67.5,77.8,-10.3,1.102,12,0.674,0.843,65.3,1.71,0.668,60.6,66.8,0.435,0.0,78,at_risk,1
NHAI-SAM-CTC-PKG-05G,Sambalpur-Cuttack 4-Laning (NH-55 Package) (Pkg 5G - Odisha),Highways,Odisha,Gayatri Projects,NHAI,MoRTH,2019-04-08,2169.8,85.0,87.7,-2.7,1.13,6,0.606,0.906,31.5,1.47,0.704,25.0,60.0,0.465,0.0,40,at_risk,1
IOCL-PAR-REF-PKG-06H,Paradip Refinery PX-PTA Complex Expansion (Pkg 6H - Odisha),Power,Odisha,L&T Hydrocarbon,IOCL,Ministry of Petroleum,2019-04-09,3304.0,41.1,49.5,-8.4,1.1,2,0.661,0.798,92.3,1.33,0.846,34.0,56.5,0.364,0.0,43,at_risk,1
ECOR-KHR-BLG-PKG-06A,Khurda Road-Balangir New Railway Line (301 km) (Pkg 6A - Odisha),Railways,Odisha,L&T Construction,East Coast Railway,Ministry of Railways,2019-04-09,4315.7,69.6,70.0,-0.4,0.992,2,0.6,0.768,94.3,1.26,0.823,39.8,56.4,0.334,0.0,20,on_track,0
NHAI-SAM-CTC-PKG-06B,Sambalpur-Cuttack 4-Laning (NH-55 Package) (Pkg 6B - Odisha),Highways,Odisha,Gayatri Projects,NHAI,MoRTH,2019-04-10,4602.9,36.1,44.9,-8.8,1.773,2,0.632,0.933,57.4,0.83,0.744,33.7,70.6,0.456,0.0,306,delayed,2
IOCL-PAR-REF-PKG-07C,Paradip Refinery PX-PTA Complex Expansion (Pkg 7C - Odisha),Power,Odisha,L&T Hydrocarbon,IOCL,Ministry of Petroleum,2019-04-12,896.9,83.6,89.1,-5.5,1.238,0,0.627,0.852,46.0,1.04,0.633,26.0,65.7,0.397,0.0,48,at_risk,1
ECOR-KHR-BLG-PKG-07D,Khurda Road-Balangir New Railway Line (301 km) (Pkg 7D - Odisha),Railways,Odisha,L&T Construction,East Coast Railway,Ministry of Railways,2019-04-13,2941.0,38.5,41.6,-3.1,0.993,2,0.659,0.915,44.1,0.84,0.727,31.0,61.9,0.296,0.0,12,on_track,0
NHAI-SAM-CTC-PKG-07E,Sambalpur-Cuttack 4-Laning (NH-55 Package) (Pkg 7E - Odisha),Highways,Odisha,Gayatri Projects,NHAI,MoRTH,2019-04-14,4772.5,45.3,44.0,1.3,0.98,2,0.714,0.815,91.1,1.17,0.629,49.4,57.7,0.496,0.0,18,on_track,0
IOCL-PAR-REF-PKG-08F,Paradip Refinery PX-PTA Complex Expansion (Pkg 8F - Odisha),Power,Odisha,L&T Hydrocarbon,IOCL,Ministry of Petroleum,2019-04-14,5143.7,78.6,79.2,-0.6,1.067,0,0.606,0.832,58.8,1.58,0.767,24.0,75.0,0.319,0.0,25,on_track,0
ECOR-KHR-BLG-PKG-08G,Khurda Road-Balangir New Railway Line (301 km) (Pkg 8G - Odisha),Railways,Odisha,L&T Construction,East Coast Railway,Ministry of Railways,2019-04-15,3789.8,26.3,38.7,-12.4,1.269,0,0.624,0.899,53.3,1.36,0.877,46.7,65.7,0.41,0.0,54,at_risk,1
NHAI-SAM-CTC-PKG-08H,Sambalpur-Cuttack 4-Laning (NH-55 Package) (Pkg 8H - Odisha),Highways,Odisha,Gayatri Projects,NHAI,MoRTH,2019-04-15,1768.2,66.6,67.5,-0.9,1.141,0,0.657,0.856,57.9,1.83,0.773,27.2,68.0,0.458,0.0,54,at_risk,1
IOCL-PAR-REF-PKG-09A,Paradip Refinery PX-PTA Complex Expansion (Pkg 9A - Odisha),Power,Odisha,L&T Hydrocarbon,IOCL,Ministry of Petroleum,2019-04-15,869.7,59.9,63.3,-3.4,1.068,6,0.574,0.866,97.1,1.84,0.638,35.0,67.1,0.345,0.0,63,at_risk,1
ECOR-KHR-BLG-PKG-09B,Khurda Road-Balangir New Railway Line (301 km) (Pkg 9B - Odisha),Railways,Odisha,L&T Construction,East Coast Railway,Ministry of Railways,2019-04-16,3635.8,28.9,41.7,-12.8,1.663,12,0.677,0.835,51.3,1.66,0.796,40.6,64.8,0.428,0.0,445,delayed,2
NHAI-SAM-CTC-PKG-09C,Sambalpur-Cuttack 4-Laning (NH-55 Package) (Pkg 9C - Odisha),Highways,Odisha,Gayatri Projects,NHAI,MoRTH,2019-04-20,3442.1,69.7,81.2,-11.5,1.173,0,0.632,0.865,33.9,2.01,0.767,31.6,74.5,0.392,0.0,37,at_risk,1
IOCL-PAR-REF-PKG-10D,Paradip Refinery PX-PTA Complex Expansion (Pkg 10D - Odisha),Power,Odisha,L&T Hydrocarbon,IOCL,Ministry of Petroleum,2019-04-20,5045.3,47.6,50.9,-3.3,0.995,0,0.551,0.867,92.3,1.38,0.686,16.3,69.9,0.281,0.0,31,at_risk,1
ECOR-KHR-BLG-PKG-10E,Khurda Road-Balangir New Railway Line (301 km) (Pkg 10E - Odisha),Railways,Odisha,L&T Construction,East Coast Railway,Ministry of Railways,2019-04-21,4630.8,28.2,30.3,-2.1,1.12,6,0.662,0.822,78.7,1.41,0.714,41.0,62.3,0.4,0.0,40,at_risk,1
NHAI-SAM-CTC-PKG-10F,Sambalpur-Cuttack 4-Laning (NH-55 Package) (Pkg 10F - Odisha),Highways,Odisha,Gayatri Projects,NHAI,MoRTH,2019-04-21,2998.9,74.0,82.9,-8.9,1.075,2,0.641,0.82,76.9,1.38,0.702,25.2,62.7,0.427,0.0,78,at_risk,1
IOCL-PAR-REF-PKG-11G,Paradip Refinery PX-PTA Complex Expansion (Pkg 11G - Odisha),Power,Odisha,L&T Hydrocarbon,IOCL,Ministry of Petroleum,2019-04-22,4419.1,82.7,85.3,-2.6,0.989,0,0.718,0.915,35.3,1.67,0.661,16.2,64.8,0.358,0.0,22,on_track,0
ECOR-KHR-BLG-PKG-11H,Khurda Road-Balangir New Railway Line (301 km) (Pkg 11H - Odisha),Railways,Odisha,L&T Construction,East Coast Railway,Ministry of Railways,2019-04-23,4120.8,32.8,53.3,-20.5,1.368,6,0.611,0.795,82.1,2.05,0.801,34.3,55.2,0.431,0.0,548,delayed,2
NHAI-SAM-CTC-PKG-11A,Sambalpur-Cuttack 4-Laning (NH-55 Package) (Pkg 11A - Odisha),Highways,Odisha,Gayatri Projects,NHAI,MoRTH,2019-04-28,4392.2,50.4,68.9,-18.5,1.329,0,0.626,0.789,60.9,1.2,0.8,43.5,59.5,0.502,0.0,316,delayed,2
IOCL-PAR-REF-PKG-12B,Paradip Refinery PX-PTA Complex Expansion (Pkg 12B - Odisha),Power,Odisha,L&T Hydrocarbon,IOCL,Ministry of Petroleum,2019-04-28,482.5,70.8,93.5,-22.7,1.447,36,0.603,0.878,79.8,1.3,0.719,35.2,69.0,0.409,0.0,236,delayed,2
ECOR-KHR-BLG-PKG-12C,Khurda Road-Balangir New Railway Line (301 km) (Pkg 12C - Odisha),Railways,Odisha,L&T Construction,East Coast Railway,Ministry of Railways,2019-04-30,1608.9,79.7,82.8,-3.1,1.14,0,0.708,0.906,82.0,1.41,0.817,42.3,63.6,0.396,0.0,60,at_risk,1
NHAI-SAM-CTC-PKG-12D,Sambalpur-Cuttack 4-Laning (NH-55 Package) (Pkg 12D - Odisha),Highways,Odisha,Gayatri Projects,NHAI,MoRTH,2019-04-30,5081.3,60.6,59.2,1.4,0.938,0,0.52,0.808,43.7,1.55,0.681,26.9,70.7,0.468,0.0,6,on_track,0
IOCL-PAR-REF-PKG-13E,Paradip Refinery PX-PTA Complex Expansion (Pkg 13E - Odisha),Power,Odisha,L&T Hydrocarbon,IOCL,Ministry of Petroleum,2019-05-01,3667.5,93.5,93.0,0.5,0.947,0,0.713,0.946,49.7,1.46,0.711,17.8,60.5,0.406,0.0,14,on_track,0
ECOR-KHR-BLG-PKG-13F,Khurda Road-Balangir New Railway Line (301 km) (Pkg 13F - Odisha),Railways,Odisha,L&T Construction,East Coast Railway,Ministry of Railways,2019-05-03,1857.0,59.5,66.9,-7.4,1.05,6,0.585,0.86,66.5,1.32,0.667,45.7,58.8,0.478,0.0,51,at_risk,1
NHAI-SAM-CTC-PKG-13G,Sambalpur-Cuttack 4-Laning (NH-55 Package) (Pkg 13G - Odisha),Highways,Odisha,Gayatri Projects,NHAI,MoRTH,2019-05-04,672.9,81.7,77.7,4.0,1.082,0,0.667,0.832,86.4,0.97,0.778,27.7,60.9,0.419,0.0,8,on_track,0
IOCL-PAR-REF-PKG-14H,Paradip Refinery PX-PTA Complex Expansion (Pkg 14H - Odisha),Power,Odisha,L&T Hydrocarbon,IOCL,Ministry of Petroleum,2019-05-05,3344.0,40.9,42.9,-2.0,1.139,2,0.621,0.886,37.2,1.36,0.667,25.9,62.5,0.33,0.0,75,at_risk,1
ECOR-KHR-BLG-PKG-14A,Khurda Road-Balangir New Railway Line (301 km) (Pkg 14A - Odisha),Railways,Odisha,L&T Construction,East Coast Railway,Ministry of Railways,2019-05-09,5062.7,53.0,52.0,1.0,1.051,2,0.65,0.874,34.6,1.91,0.744,40.4,74.1,0.346,0.0,28,on_track,0
NHAI-SAM-CTC-PKG-14B,Sambalpur-Cuttack 4-Laning (NH-55 Package) (Pkg 14B - Odisha),Highways,Odisha,Gayatri Projects,NHAI,MoRTH,2019-05-10,870.6,71.9,76.4,-4.5,1.246,12,0.649,0.82,74.9,1.69,0.762,41.1,71.6,0.581,0.0,74,at_risk,1
DFCCIL-EDFC-SAH-PKG-01A,Eastern DFC Sahnewal-Pilkhani Double Track (Pkg 1A - Punjab),Railways,Punjab,L&T Construction,DFCCIL,Ministry of Railways,2019-05-10,2345.6,53.6,65.7,-12.1,1.348,24,0.152,0.275,94.2,1.01,0.747,51.4,70.6,0.34,0.0,64,at_risk,1
NHAI-DLI-KAT-PKG-01B,Delhi-Amritsar-Katra Expressway Punjab Section (Pkg 1B - Punjab),Highways,Punjab,PNC Infratech,NHAI,MoRTH,2019-05-14,1507.2,73.7,87.3,-13.6,1.309,18,0.126,0.393,80.1,2.2,0.805,50.2,62.0,0.515,0.0,153,delayed,2
